FLM,SGFI,Aeródromo de Filadelfia,"-22,35461100","-60,05321100"
ESG,SGME,Dr. Luis María Argaña International Airport,"-22,04649900","-60,62170000"
OLK,SGOL,Aeródromo de Fuerte,"-21,04572400","-57,88293500"
PIL,SGPI,Aeródromo Don Carlos Miguel Gimenez,"-26,88198100","-58,31906700"
PJC,SGPJ,Aeropuerto Nacional Dr. Augusto Roberto Fuster,"-22,64142700","-55,82999300"
SIC,,San José Island Airport,"8,26220000","-79,07800000"
ITJ,SIJY,Campo Comandantes Airport,"-26,98305500","-48,81638700"
LVR,SILC,Municipal Bom Futuro Airport,"-13,03786100","-55,95025000"
SFV,SSA2,Santa Fé do Sul Airport,"-20,22847300","-50,96894300"
FRC,SIMK,Tenente Lund Pressoto Airport,"-20,59219900","-47,38290000"
MUU,SIRI,Barra Grande Airport,"-13,90608200","-38,94080400"
JUA,SIZX,Inácio Luís do Nascimento Airport,"-11,29660000","-57,54950000"
SJF,,Cruz Bay Seaplane Base,"18,33150000","-64,79600000"
CFO,SJHG,Confresa Airport,"-10,63329600","-51,56583600"
NPR,SJNP,Novo Progresso Airport,"-7,12583300","-55,40083300"
AQM,SJOG,Ariquemes Airport,"-9,88043600","-63,04711500"
JRT,SNRJ,Juruti Airport,"-2,18666700","-56,09027900"
RIG,SJRG,Rio Grande Regional Airport,"-32,08306500","-52,16718400"
ARS,SJVO,Aragarças Airport,"-15,89940000","-52,24110000"
ECO,,El Encanto Airport,"-1,75333333","-73,20472222"
MIX,,Miriti Parana Airport,"-0,88601700","-70,98344600"
ARO,,Arboletes Airport,"8,85511800","-76,42267600"
ULS,,Mulatos Airport,"8,64019000","-76,71884000"
SJR,,San Juan De Uraba Airport,"8,76666700","-76,53333300"
NPU,,San Pedro Airport,"8,28932500","-76,37500600"
PCC,,Puerto Rico Airport,"1,91666700","-75,16666700"
SQF,,Solano Airport,"0,70202200","-75,25050000"
AYI,,Yari Airport,"-0,38333300","-72,26666700"
CUI,,Currillo Airport,"4,66666700","-72,00000000"
MOY,,Monterrey Airport,"4,90692600","-72,89480900"
NUH,,Nunchia Airport,"5,65000000","-72,20000000"
EUO,,Paratebueno Airport,"4,40129500","-73,18838100"
PRE,,Pore Airport,"5,73333300","-71,98333300"
SQE,,San Luis De Palenque Airport,"5,40018100","-71,70010000"
TTM,SQUJ,Tablón De Tamara Airport,"5,72666700","-72,10055600"
LMX,,Lopez de Micay Airport,"2,84117700","-77,23721400"
AYC,,Ayacucho Airport,"8,60214900","-73,61286600"
GRA,,Gamarra Airport,"8,20199000","-73,76530000"
DZI,,Las Flores Airport,"10,09660800","-73,23370000"
SJH,,San Juan Del César Airport,"10,76666700","-73,01666700"
PZR,SQZJ,Pizarro Airport,"4,96162100","-77,36391300"
UNC,,Unguía Airport,"8,03271400","-77,09175100"
AYA,,Ayapel Airport,"8,30000000","-75,15000000"
SCA,,Santa Catalina Airport,"8,50000000","-76,17500000"
MND,,Medina Airport,"4,48368700","-73,34473900"
NAD,,Macanal Airport,"2,80896700","-67,62168300"
GCA,,Guacamayas Airport,"2,28333300","-74,95000000"
SRO,,Santana Ramos Airport,"2,21666700","-75,25000000"
IVO,,Chivolo Airport,"10,01666700","-74,68333300"
GAA,,Guamal Airport,"9,15000000","-74,23333300"
BAC,,Barranca De Upia Airport,"4,58333300","-72,96666700"
CJD,,Candilejas Airport,"2,06666700","-74,58333300"
CQT,,Caquetania Airport,"2,03333300","-74,21666700"
ELJ,,El Recreo Airport,"2,00000000","-74,13333300"
MSK,SKMO,Morelia Airport,"3,75045300","-71,45613700"
SOH,,Solita Airport,"3,01666700","-71,75000000"
MQR,,Mosquera Airport,"2,64955000","-78,33610000"
PYN,,Payán Airport,"1,80000000","-78,16666700"
ISD,,Santa Bárbara Airport,"2,44582500","-77,98175300"
AZT,,Zapatoca Airport,"6,76726200","-73,28477500"
HRR,,Herrera Airport,"3,21666700","-75,85000000"
PLA,,Planadas Airport,"3,19705100","-75,64204200"
SQB,,Santa Ana Airport,"4,40833300","-75,02166700"
ARF,,Acaricuara Airport,"0,53333300","-70,13333300"
MFB,,Monfort Airport,"0,63333300","-69,75000000"
MHF,,Morichal Airport,"1,75000000","-69,91666700"
VAB,,Yavarate Airport,"0,61177200","-69,20736900"
CSR,,Casuarito Airport,"5,83333300","-68,13333300"
GMC,SKUV,Guerima Airport,"3,62999600","-70,32302800"
ACR,SKAC,Araracuara Airport,"-0,60085400","-72,39801100"
ACD,SKAD,Alcides Fernández Airport,"8,49784700","-77,27410600"
HAY,SKAG,Hacaritama Airport,"8,24700000","-73,58140000"
AFI,SKAM,Amalfi Airport,"6,89503300","-75,04733400"
API,SKAP,Gomez Nino Apiay Air Base,"4,07607000","-73,56270000"
AXM,SKAR,El Eden Airport,"4,45278000","-75,76640000"
PUU,SKAS,Tres De Mayo Airport,"0,50522800","-76,50080000"
ARQ,SKAT,El Troncal Airport,"7,02106000","-71,38890100"
ELB,SKBC,Las Flores Airport,"9,04554000","-73,97490000"
BGA,SKBG,Palonegro Airport,"7,12650000","-73,18480000"
NBB,SKBM,Barranco Minas Airport,"3,49069100","-69,80815100"
BOG,SKBO,El Dorado International Airport,"4,70159000","-74,14690000"
BAQ,SKBQ,Ernesto Cortissoz International Airport,"10,88960000","-74,78080000"
BSC,SKBS,José Celestino Mutis Airport,"6,20292000","-77,39470000"
BUN,SKBU,Gerardo Tobar López Airport,"3,81963000","-76,98980000"
CPB,SKCA,Capurganá Airport,"8,63216900","-77,35026200"
CUC,SKCC,Camilo Daza International Airport,"7,92757000","-72,51150000"
COG,SKCD,Mandinga Airport,"5,07200700","-76,67637300"
CTG,SKCG,Rafael Nuñez International Airport,"10,44240000","-75,51300000"
CCO,SKCI,Carimagua Airport,"4,56417000","-71,33640000"
CLO,SKCL,Alfonso Bonilla Aragon International Airport,"3,54271700","-76,38189800"
CIM,SKCM,Cimitarra Airport,"6,36748400","-73,97065800"
RAV,SKCN,Cravo Norte Airport,"6,31640400","-70,21137000"
TCO,SKCO,La Florida Airport,"1,81442000","-78,74920000"
BHF,SKCP,Cupica Airport,"6,69481700","-77,49364300"
CUO,SKCR,Carurú Airport,"1,01382200","-71,29734300"
CAQ,SKCU,Juan H White Airport,"7,96847000","-75,19850000"
CVE,SKCV,Coveñas Airport,"9,40092000","-75,69130000"
CZU,SKCZ,Las Brujas Airport,"9,33274000","-75,28560000"
EBG,SKEB,El Bagre Airport,"7,59647000","-74,80890000"
ECR,SKEH,El Charco Airport,"2,44944444","-78,09416667"
EJA,SKEJ,Yariguíes Airport,"7,02433000","-73,80680000"
FLA,SKFL,Gustavo Artunduaga Paredes Airport,"1,58919000","-75,56440000"
FDA,SKFU,Fundación Airport,"10,53330000","-74,20000000"
LGT,SKGA,La Gaviota Airport,"4,55054300","-70,92535300"
GIR,SKGI,Santiago Vila Airport,"4,27624000","-74,79670000"
CRC,SKGO,Santa Ana Airport,"4,75818000","-75,95570000"
GPI,SKGP,Guapi Airport,"2,57013000","-77,89796900"
CPL,SKHA,General Navas Pardo Airport,"3,72429300","-75,46578500"
HTZ,SKHC,Hato Corozal Airport,"6,15331100","-71,76196900"
IBE,SKIB,Perales Airport,"4,42161000","-75,13330000"
IGO,SKIG,Jaime Ortiz Betancourt Airport,"7,67760600","-76,68316500"
LPE,SKIM,La Primavera Airport,"5,47760000","-70,42120000"
IPI,SKIP,San Luis Airport,"0,86194600","-77,67178300"
JUO,SKJU,Juradó Airport,"7,07181000","-77,72711700"
APO,SKLC,Antonio Roldán Betancur Airport,"7,81196000","-76,71640000"
LQM,SKLG,Caucaya Airport,"-0,18227800","-74,77080000"
MCJ,SKLM,Jorge Isaac Airport,"11,23250000","-72,49010000"
LPD,SKLP,La Pedrera Airport,"-1,32488200","-69,58129400"
LET,SKLT,Alfredo Vásquez Cobo International Airport,"-4,19114700","-69,94200300"
TBD,SKMB,Timbiqui Airport,"2,77856900","-77,66804500"
EOH,SKMD,Enrique Olaya Herrera Airport,"6,21968600","-75,59059700"
MFS,SKMF,Miraflores Airport,"1,35000000","-71,94440000"
MGN,SKMG,Baracoa Airport,"9,28474000","-74,84610000"
MTB,SKML,Montelibano Airport,"7,97174000","-75,43250000"
MMP,SKMP,San Bernardo Airport,"9,25834800","-74,43839300"
MTR,SKMR,Los Garzones Airport,"8,82374000","-75,82580000"
MVP,SKMU,Fabio Alberto Leon Bentley Airport,"1,25366000","-70,23390000"
MZL,SKMZ,La Nubia Airport,"5,02960000","-75,46470000"
LMC,SKNA,La Macarena Airport,"2,17565000","-73,78674000"
NCI,SKNC,Necocli Airport,"8,45442900","-76,77932600"
NQU,SKNQ,Reyes Murillo Airport,"5,71034800","-77,26186800"
NVA,SKNV,Benito Salas Airport,"2,95015000","-75,29400000"
OCV,SKOC,Aguas Claras Airport,"8,31506000","-73,35830000"
ORC,SKOE,Orocue Airport,"4,79035500","-71,34818700"
OTU,SKOT,Otu Airport,"7,01053200","-74,71539800"
RON,SKPA,Juan Jose Rondon Airport,"5,76454000","-73,10540000"
PCR,SKPC,German Olano Airport,"6,18472000","-67,49320000"
PDA,SKPD,Obando Cesar Gaviria Trujillo Airport,"3,85353000","-67,90620000"
PEI,SKPE,Matecaña International Airport,"4,81267000","-75,73950000"
PTX,SKPI,Pitalito Airport,"1,85777000","-76,08570000"
PLT,SKPL,Plato Airport,"9,80000000","-74,78330000"
NAR,SKPN,Puerto Nare Airport,"6,21002000","-74,59060000"
PPN,SKPP,Guillermo León Valencia Airport,"2,45435900","-76,60925300"
PAL,SKPQ,German Olano Air Base,"5,48361000","-74,65740000"
PBE,SKPR,Puerto Berrio Airport,"6,46034000","-74,41050000"
PSO,SKPS,Antonio Nariño Airport,"1,39672200","-77,29093000"
PVA,SKPV,El Embrujo Airport,"13,35746100","-81,35797700"
PZA,SKPZ,Paz de Ariporo Airport,"5,87614600","-71,88667100"
MQU,SKQU,Mariquita Airport,"5,21256000","-74,88360000"
TCD,SKRA,Tarapacá Airport,"-2,89580200","-69,74976200"
MDE,SKRG,Jose Maria Córdova International Airport,"6,16454000","-75,42310000"
RCH,SKRH,Almirante Padilla Airport,"11,52620000","-72,92600000"
SNT,SKRU,Las Cruces Airport,"7,38322000","-73,50540200"
RVE,SKSA,Los Colonizadores Airport,"6,95186800","-71,85717900"
SJE,SKSJ,Jorge E. Gonzalez Torres Airport,"2,57969000","-72,63940000"
SSL,SKSL,Santa Rosalia Airport,"5,13090000","-70,86820000"
SMR,SKSM,Simón Bolívar International Airport,"11,11960000","-74,23060000"
SOX,SKSO,Alberto Lleras Camargo Airport,"5,67732000","-72,97030000"
ADZ,SKSP,Gustavo Rojas Pinilla International Airport,"12,58360000","-81,71120000"
SRS,SKSR,San Marcos Airport,"8,69000000","-75,15600000"
SVI,SKSV,Eduardo Falla Solano Airport,"2,15217000","-74,76630000"
TAU,SKTA,Tauramena Airport,"5,01281000","-72,74240000"
TIB,SKTB,Tibú Airport,"8,63152000","-72,73040000"
TDA,SKTD,Trinidad Airport,"5,43278000","-71,66250000"
TLU,SKTL,Golfo de Morrosquillo Airport,"9,50945000","-75,58540000"
TME,SKTM,Gustavo Vargas Airport,"6,45108000","-71,76030000"
TQS,SKTQ,Captain Ernesto Esguerra Cubides Air Base,"0,74590000","-75,23400000"
TRB,SKTU,Gonzalo Mejía Airport,"8,07187800","-76,74012400"
URI,SKUB,Uribe Airport,"3,23750000","-74,34722200"
AUC,SKUC,Santiago Perez Airport,"7,06888000","-70,73690000"
UIB,SKUI,El Caraño Airport,"5,69076000","-76,64120000"
ULQ,SKUL,Heriberto Gíl Martínez Airport,"4,08836000","-76,23510000"
URR,SKUR,Urrao Airport,"6,32883000","-76,14250000"
VGZ,SKVG,Villa Garzón Airport,"0,97876700","-76,60560000"
PYA,SKVL,Velásquez Airport,"5,93904000","-74,45700000"
VUP,SKVP,Alfonso López Pumarejo Airport,"10,43500000","-73,24950000"
VVC,SKVV,Vanguardia Airport,"4,16787000","-73,61380000"
AYG,SKYA,Yaguara Airport,"1,54417000","-73,93330000"
EYP,SKYP,El Alcaravan - Yopal Airport,"5,31911000","-72,38400000"
MHW,SLAG,Monteagudo Airport,"-19,82700000","-63,96099900"
SRE,SLAL,Alcantarí International Airport,"-19,24683500","-65,14961100"
APB,SLAP,Apolo Airport,"-14,73560000","-68,41190300"
ASC,SLAS,Ascención de Guarayos Airport,"-15,93336500","-63,15557500"
BJO,SLBJ,Bermejo Airport,"-22,77330017","-64,31289673"
CAM,SLCA,Camiri Airport,"-20,00656000","-63,52782700"
CBB,SLCB,Jorge Wilsterman International Airport,"-17,42110500","-66,17710200"
CIJ,SLCO,Capitán Aníbal Arab Airport,"-11,03910900","-68,78277400"
CEP,SLCP,Concepción Airport,"-16,14268800","-62,02659500"
SRZ,SLET,El Trompillo Airport,"-17,81159973","-63,17150116"
GYA,SLGM,Guayaramerín Airport,"-10,88856000","-65,38095500"
CCA,SLHI,Chimore Airport,"-16,97683400","-65,14556800"
BVK,SLHJ,Huacaraje Airport,"-13,60555600","-63,87944400"
SJS,SLJE,San José De Chiquitos Airport,"-17,83079900","-60,74309900"
SJB,SLJO,San Joaquín Airport,"-13,06720900","-64,67520500"
SJV,SLJV,San Javier Airport,"-16,27080000","-62,47029900"
LPB,SLLP,El Alto International Airport,"-16,51027200","-68,18941600"
MGD,SLMG,Magdalena Airport,"-13,26074838","-64,06076431"
ORU,SLOR,Juan Mendoza International Airport,"-17,95615100","-67,07582900"
POI,SLPO,Capitan Nicolas Rojas Airport,"-19,54333100","-65,72373400"
PUR,SLPR,Puerto Rico Airport,"-11,10766300","-67,55115500"
PSZ,SLPS,Capitán Av. Salvador Ogaya G. airport,"-18,97530100","-57,82059900"
SRD,SLRA,San Ramón Airport,"-13,26390000","-64,60389700"
RBO,SLRB,Roboré Airport,"-18,32822400","-59,76533900"
RIB,SLRI,Capitán Av. Selin Zeitun Lopez Airport,"-11,00935500","-66,07546800"
RBQ,SLRQ,Rurrenabaque Airport,"-14,42790000","-67,49680300"
REY,SLRY,Reyes Airport,"-14,30440000","-67,35340100"
SBL,SLSA,Santa Ana Del Yacuma Airport,"-13,76220036","-65,43520355"
SRJ,SLSB,Capitán Av. German Quiroga G. Airport,"-14,85920000","-66,73750300"
SNG,SLSI,Capitán Av. Juan Cochamanidis S. Airport,"-16,38719000","-60,96231800"
SNM,SLSM,San Ignacio de Moxos Airport,"-14,96580000","-65,63380000"
SRB,SLSR,Santa Rosa de Yacuma Airport,"-14,07307200","-66,78739100"
MQK,SLTI,San Matías Airport,"-16,33919900","-58,40190100"
TJA,SLTJ,Capitan Oriel Lea Plaza Airport,"-21,55570000","-64,70130200"
TDD,SLTR,Teniente Av. Jorge Henrich Arauz Airport,"-14,81870000","-64,91799900"
UYU,SLUY,Joya Andina International Airport,"-20,44130400","-66,85755300"
VAH,SLVG,Capitán Av. Vidal Villagomez Toledo Airport,"-18,48250000","-64,09940300"
VLM,SLVM,Teniente Coronel Rafael Pabón Airport,"-21,25519943","-63,40560150"
VVI,SLVR,Viru Viru International Airport,"-17,64480000","-63,13539900"
BYC,SLYA,Yacuiba Airport,"-21,96089935","-63,65169907"
ABN,SMBN,Albina Airport,"5,51272000","-54,05009800"
AAJ,SMCA,Cayana Airstrip,"3,89868100","-55,57790700"
TOT,SMCO,Totness Airport,"5,86583000","-56,32749900"
DRJ,SMDA,Drietabbetje Airport,"4,11135900","-54,67276600"
LDO,SMDO,Ladouanie Airport,"4,37610800","-55,40705700"
PBM,SMJP,Johan Adolf Pengel International Airport,"5,45283000","-55,18780100"
MOJ,SMMO,Moengo Airstrip,"5,60760000","-54,40030000"
ICK,SMNI,Nieuw Nickerie - Major Henk Fernandes Airport,"5,95543500","-57,04061700"
OEM,SMPA,Vincent Fayks Airport,"3,34605100","-55,44370700"
SMZ,SMST,Stoelmanseiland Airport,"4,35138900","-54,41805600"
KCB,SMTP,Tepoe Airstrip,"3,15000010","-55,71699905"
AGI,SMWA,Wageningen Airstrip,"5,84125200","-56,67324700"
WSO,SMWS,Washabo Airport,"5,21527700","-57,18530200"
ORG,SMZO,Zorg en Hoop Airport,"5,81121100","-55,19229900"
JSO,SN6L,Dr. Luciano de Arruda Coelho Regional Airport,"-3,61448800","-40,23142600"
JAW,SNAB,Araripina Airport,"-7,58641700","-40,53543100"
APQ,SNAL,Arapiraca Airport,"-9,77658900","-36,62898300"
AMJ,SNAR,Cirilo Queiróz Airport,"-16,16557900","-40,68402400"
AIF,SNAX,Marcelo Pires Halzhausen Airport,"-22,63860100","-50,45598300"
BDC,SNBC,Barra do Corda Airport,"-5,50250000","-45,21583300"
BRA,SNBR,Dom Ricardo Weberberger Airport,"-12,07890000","-45,00899900"
BSS,SNBS,Balsas Airport,"-7,52530500","-46,05336400"
BQQ,SNBX,Barra Airport,"-11,08080000","-43,14749900"
MXQ,SNCL,Lorenzo Airport,"-13,38944400","-38,91000000"
EEA,SNCP,Planalto Serrano Regional Airport,"-27,63412800","-50,35825300"
QCH,SNCX,Colatina Airport,"-19,48747600","-40,57936200"
RDC,SNDC,Redenção Airport,"-8,03118800","-49,97968700"
DTI,SNDT,Diamantina Airport,"-18,23200035","-43,65039825"
DIQ,SNDV,Brigadeiro Cabral Airport,"-20,18070030","-44,87089920"
JPE,SNEB,Nagib Demachki Airport,"-3,01979800","-47,31647400"
CNV,SNED,Sócrates Rezende Airport,"-15,66699982","-38,95470047"
VCC,SNEE,Vacaria Airport,"-28,43248000","-51,02332200"
SXX,SNFX,São Félix do Xingu Airport,"-6,64130000","-51,95230000"
GUZ,SNGA,Guarapari Airport,"-20,64650000","-40,49190100"
GDP,SNGD,Guadalupe Airport,"-6,78221989","-43,58219910"
GNM,SNGI,Guanambi Airport,"-14,20820000","-42,74610100"
QGP,SNGN,Garanhuns Airport,"-8,83428000","-36,47160000"
SET,SNHS,Santa Magalhães Airport,"-8,06143300","-38,32888800"
IRE,SNIC,Irecê Airport,"-11,33990002","-41,84700012"
QIG,SNIG,Iguatu Airport,"-6,34631900","-39,29444800"
QIT,SNIP,Itapetinga Airport,"-15,24450016","-40,27719879"
IPU,SNIU,Ipiaú Airport,"-14,17353800","-39,68399000"
JCM,SNJB,Jacobina Airport,"-11,16320000","-40,55310100"
JEQ,SNJK,Jequié Airport,"-13,87770000","-40,07160200"
JMA,SNJM,Aeroporto Elias Breder Airport,"-20,25972200","-42,18388700"
JNA,SNJN,Januária Airport,"-15,47380000","-44,38550200"
JDR,SNJR,Prefeito Octávio de Almeida Neves Airport,"-21,08563800","-44,22529900"
CDI,SNKI,Cachoeiro do Itapemirim - Raimundo de Andrade Airport,"-20,83429900","-41,18560000"
QCP,SNKN,Currais Novos Airport,"-6,28083277","-36,54027939"
LHN,SNLN,Linhares Municipal Airport,"-19,35520200","-40,07128000"
SSO,SNLO,São Lourenço Airport,"-22,09090000","-45,04449800"
MTE,SNMA,Monte Alegre Airport,"-1,99580000","-54,07420000"
MVS,SNMU,Mucuri Airport,"-18,04890100","-39,86432100"
SBJ,SNMX,São Mateus - Ernesto Bonomo Airport,"-18,72130000","-39,83369800"
PTQ,SNMZ,Porto de Moz Airport,"-1,74130700","-52,23602600"
NNU,SNNU,Nanuque Airport,"-17,82315800","-40,32966200"
PSW,SNOS,José Figueiredo Municipal Airport,"-20,73183800","-46,66201100"
FEJ,SNOU,Feijó Airport,"-8,14121300","-70,34082100"
ORX,SNOX,Oriximiná Airport,"-1,71408000","-55,83620100"
PCS,SNPC,Picos Airport,"-7,06138500","-41,52587100"
POJ,SNPD,Patos de Minas Airport,"-18,67267300","-46,49129200"
PIV,SNPX,Pirapora Airport,"-17,31690025","-44,86029816"
SNQ,,San Quintín Military Airstrip,"30,52880000","-115,94620000"
FLB,SNQG,Cangapara Airport,"-6,84639000","-43,07730100"
CHD,SNQU,Mucugê Airport,"-13,03120000","-41,44409900"
PDF,SNRD,Prado Airport,"-17,29697600","-39,27113100"
CAU,SNRU,Caruaru Airport,"-8,28239000","-36,01350000"
OPP,SNSM,Salinópolis Airport,"-0,69611100","-47,33611100"
SFK,SNI6,Soure Airport,"-0,69784400","-48,51975900"
TXF,SNTF,9 de Maio - Teixeira de Freitas Airport,"-17,52439200","-39,66849900"
OBI,SNTI,Óbidos Municipal Airport,"-1,86798100","-55,51459600"
TFL,SNTO,Juscelino Kubitscheck Airport,"-17,89230000","-41,51359900"
JPO,SNTS,Aeroporto Brigadeiro Firmino Ayres,"-7,03899000","-37,25159800"
AIY,SNUI,Araçuaí Airport,"-16,85157100","-42,04563300"
VAL,SNVB,Valença Airport,"-13,29650000","-38,99240100"
BVS,SNVS,Breves Airport,"-1,63653000","-50,44360000"
CMC,SNWC,Camocim - Pinto Martins Airport,"-2,89559600","-40,85929900"
JCS,SNWS,Crateús Airport,"-5,21135000","-40,70420100"
GGF,SNYA,Almeirim Airport,"-1,47952400","-52,57821400"
PHI,SNYE,Pinheiro Airport,"-2,47742600","-45,10500300"
GMS,SNYW,Antônio Guerreiro Airport,"-2,10944400","-44,65111400"
PPY,SNZA,Pouso Alegre Airport,"-22,28920000","-45,91910200"
PYT,SNZR,Pedro Rabelo de Souza Airport,"-17,24259900","-46,88309900"
ITE,SNZW,Ituberá Airport,"-13,73157100","-39,14037700"
LKR,,Las Khorey Airport,"11,17348000","48,21426000"
GUO,,Guriel Airport,"5,31741200","45,98530800"
BXX,,Borama Airport,"9,94630000","43,14950000"
SOA,,Sóc Trăng Airport,"9,58140000","105,96020000"
CAY,SOCA,Cayenne – Félix Eboué Airport,"4,81996400","-52,36132600"
GSI,SOGS,Grand-Santi Airport,"4,28583300","-54,37305600"
MPY,SOOA,Maripasoula Airport,"3,65590700","-54,03943100"
OYP,SOOG,Saint-Georges-de-l'Oyapock Airport,"3,89760000","-51,80410000"
LDX,SOOM,Saint-Laurent-du-Maroni Airport,"5,48189100","-54,03496400"
REI,SOOR,Régina Airport,"4,31339000","-52,13274500"
XAU,SOOS,Saül Airport,"3,61361000","-53,20420100"
SOR,,Al Thaurah Airport,"34,39039400","40,15256000"
ALD,SPAR,Alerta Airport,"-11,65018000","-69,22961400"
AOP,SPAS,Alferez FAP Alfredo Vladimir Sara Bauer Airport,"-2,79612994","-76,46659851"
AYX,SPAY,Teniente General Gerardo Pérez Pinedo Airport,"-10,72910000","-73,76650200"
MBP,SPBB,Moyobamba Airport,"-6,01888900","-76,98832700"
IBP,SPBR,Iberia Airport,"-11,41160000","-69,48870100"
PCL,SPCL,Cap FAP David Abenzur Rengifo International Airport,"-8,37806400","-74,57449500"
TDP,SPDR,Trompeteros Airport,"-3,80601000","-75,03929900"
CHM,SPEO,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,"-9,14961000","-78,52380400"
CGL,SPGL,Chagual Airport,"-7,79762400","-77,65124900"
TGI,SPGM,Tingo Maria Airport,"-9,28966700","-76,00505800"
CIX,SPHI,Capitán FAP José A. Quiñones González International Airport,"-6,78922300","-79,82825400"
AYP,SPHO,Air Force Colonel Alfredo Mendivil Duarte Airport,"-13,15480000","-74,20439900"
ANS,SPHY,Andahuaylas Airport,"-13,70639992","-73,35040283"
ATA,SPHZ,Comandante FAP German Arias Graziani Airport,"-9,34743977","-77,59839630"
UMI,SPIL,Quincemil Air Base,"-13,23135700","-70,75145000"
LIM,SPJC,Jorge Chávez International Airport,"-12,02190000","-77,11430500"
UCZ,SPIZ,Uchiza Airport,"-8,46700000","-76,34999800"
RIJ,SPJA,Juan Simons Vela Airport,"-6,06786000","-77,16000400"
JAE,SPJE,Shumba Airport,"-5,59248000","-78,77400200"
JJI,SPJI,Juanjui Airport,"-7,16910000","-76,72860000"
JAU,SPJJ,Francisco Carle Airport,"-11,78310013","-75,47339630"
JUL,SPJL,Inca Manco Capac International Airport,"-15,46768900","-70,15653000"
SJA,SPJN,San Juan de Marcona Airport,"-15,35750800","-75,13500500"
CJA,SPJR,Mayor General FAP Armando Revoredo Iglesias Airport,"-7,13918000","-78,48940300"
RIM,SPLN,San Nicolas Airport,"-6,39231000","-77,50119800"
ILQ,SPLO,General Jorge Fernandez Maldon Airport,"-17,69500000","-71,34400200"
TBP,SPME,Captain Pedro Canga Rodríguez International Airport,"-3,55207400","-80,38108600"
MZA,SPMF,Mayor PNP Nancy Flores Paucar Airport,"-11,32540000","-74,53559800"
YMS,SPMS,Moises Benzaquen Rengifo Airport,"-5,89377000","-76,11820200"
HUU,SPNC,Alferez Fap David Figueroa Fernandini Airport,"-9,87880993","-76,20480347"
SQU,SPOA,Saposoa Airport,"-6,96003000","-76,76840200"
CHH,SPPY,Chachapoyas Airport,"-6,20191100","-77,85619500"
IQT,SPQT,Coronel FAP Francisco Secada Vignetta International Airport,"-3,78474000","-73,30880000"
AQP,SPQU,Rodríguez Ballón International Airport,"-16,34078600","-71,56948500"
TRU,SPRU,Capitán FAP Carlos Martínez de Pinillos International Airport,"-8,08238200","-79,10882100"
PIO,SPSO,Captain Renán Elías Olivera International Airport,"-13,74490000","-76,22029900"
TPP,SPST,Cadete FAP Guillermo Del Castillo Paredes Airport,"-6,50873995","-76,37319946"
SYC,SPSY,Shiringayoc Airport,"-11,89800000","-69,06250000"
TCQ,SPTN,Coronel FAP Carlos Ciriani Santa Rosa International Airport,"-18,05330086","-70,27580261"
PEM,SPTU,Padre Aldamiz International Airport,"-12,61359978","-69,22859955"
PIU,SPUR,PAF Captain Guillermo Concha Iberico International Airport,"-5,20575000","-80,61640200"
TYL,SPYL,Captain Victor Montes Arias International Airport,"-4,57664000","-81,25409700"
NZC,SPZA,Maria Reiche Neuman Airport,"-14,85400000","-74,96150200"
CUZ,SPZO,Alejandro Velasco Astete International Airport,"-13,53569984","-71,93879700"
EAX,,Eduard Alexander Gummels Airport,"5,86040000","-55,19200000"
SRL,,Palo Verde Airport,"27,09270000","-112,09850000"
SRM,,Sandringham Airport,"-24,05680000","139,08210000"
SRV,SRV,Stony River 2 Airport,"61,78970000","-156,58900500"
CZB,SSAK,Carlos Ruhl Airport,"-28,65793400","-53,61009500"
APU,SSAP,Captain João Busse Airport,"-23,60909900","-51,38430100"
BGV,SSBG,Aeroclube de Bento Gonçalves Airport,"-29,14742400","-51,54079100"
BNU,SSBL,Blumenau Airport,"-26,83166100","-49,09356900"
CCI,SSCK,Olavo Cecco Rigon Airport,"-27,18051100","-52,05175500"
CSS,SSCL,Cassilândia Airport,"-19,14686100","-51,67694100"
CEL,SSCN,Canela Airport,"-29,37009100","-50,83172900"
CKO,SSCP,Cornélio Procópio Airport,"-23,15271100","-50,60286800"
GGH,SSCT,Engenheiro Gastão de Mesquita Filho Airport,"-23,69157000","-52,64209100"
ERM,SSER,Erechim Airport,"-27,66361400","-52,27148900"
FBE,SSFB,Paulo Abdala Airport,"-26,05938000","-53,06382700"
GGJ,SSGY,Guaíra Airport,"-24,08110000","-54,19170000"
HRZ,SSHZ,Walter Bündchen Airport,"-27,63830000","-54,33910000"
IJU,SSIJ,João Batista Bos Filho Airport,"-28,36871100","-53,84656800"
ITQ,SSIQ,Itaqui Airport,"-29,17198100","-56,53834300"
JCB,SSJA,Santa Terezinha Airport,"-27,17151400","-51,55332700"
CBW,SSKM,Campo Mourão Airport,"-24,00919900","-52,35680000"
QDB,SSKS,Cachoeira do Sul Airport,"-30,00189972","-52,94079971"
OAL,SSKW,Cacoal Airport,"-11,49600000","-61,45080000"
LOI,SSLN,Helmuth Baungarten Airport,"-27,15999985","-49,54249954"
ALQ,SSLT,Alegrete Novo Airport,"-29,81159500","-55,89470700"
QGF,SSNG,Montenegro Airport,"-29,71940041","-51,48939896"
QHV,SSNH,Novo Hamburgo Airport,"-29,69610023","-51,08169937"
SQX,SSOE,São Miguel do Oeste Hélio Wasum Airport,"-26,78160100","-53,50350200"
